revenue,sale_quantity
3027.419999999968,1405
2565.9200000000073,808
26581.39999999995,4948
2463.2799999999984,519
8662.859999999873,4568
13861.089999999997,6989
9355.819999999938,1948
4531.119999999996,1524
3073.5799999999954,997
14625.689999999731,1694
11678.669999999818,1261
1500.0199999999995,419
19787.19000000007,2056
5081.700000000027,3840
2925.2200000000144,1453
15157.579999999798,5126
4511.0,4511
4670.880000000023,2148
5077.019999999973,849
19942.049999999737,2180
3561.1000000000154,1195
1634.2700000000036,699
2229.5000000000205,2275
1988.7000000000019,372
4210.399999999993,1796
3293.3399999999956,689
18890.969999999958,4076
4436.179999999936,1984
4709.649999999987,2378
10300.45999999994,2183
2514.199999999998,980
4656.639999999999,868
5848.6399999999985,5968
8520.149999999887,4014
1968.820000000018,2009
3107.3599999999824,1426
3710.200000000036,3785
4469.219999999996,912
10952.079999999936,5508
8528.399999999987,2590
4980.020000000035,2711
3114.0199999999704,1332
4067.9200000000205,2222
1750.0300000000013,322
2176.9400000000032,360
3360.5599999999636,1449
4650.580000000036,1571
3856.800000000001,2210
7477.639999999918,1512
14103.92000000015,4189
22612.879999999917,23066
10367.069999999898,4851
2221.65,1110
3342.820000000024,1666
5974.779999999999,2841
4368.060000000015,1131
2917.1999999999744,780
3813.479999999989,370
1230.640000000001,440
1300.0,520
3200.7599999999893,2138
3305.790000000005,1322
3044.660000000024,1095
4792.240000000048,1539
16292.419999999998,8147
13080.209999999843,4472
1253.039999999999,474
10774.980000000012,9198
976.9199999999994,263
6478.359999999939,924
117046.04000000036,36393
3663.3099999999986,1449
10367.740000000016,12698
9916.619999999886,1414
442.8799999999992,346
7414.599999999999,2958
5898.069999999879,1566
5888.49999999994,2404
2769.2199999999993,1218
1437.3200000000036,372
64245.57999999988,5920
29666.809999999507,6637
1305.8199999999977,599
625.6599999999997,287
3998.400000000014,1680
4678.959999999999,1836
5172.04,1022
17473.199999999888,4998
5546.619999999955,760
7365.999999999939,1220
2095.760000000003,428
1210.0,484
2924.4599999999855,774
3508.8199999999874,1630
4854.240000000034,1728
4027.859999999998,1587
6727.839999999952,966
845.5600000000019,217
12760.579999999793,4361
2136.0400000000045,268
3074.670000000029,1210
1011.0,1011
5828.060000000001,2323
44006.59000000012,3434
7831.030000000115,1074
17226.950000000015,6398
4069.8299999999995,1604
19084.429999999735,2717
911.5400000000012,231
4962.010000000005,1015
14131.66999999981,2359
24975.619999999522,3405
8159.970000000014,4128
9304.790000000043,1724
10968.379999999945,3755
1562.519999999988,680
2442.0800000000017,2401
4808.979999999979,831
3779.2999999999856,1750
2844.0400000000054,386
6163.7999999999465,660
4703.049999999996,804
694.4000000000009,155
4597.190000000035,1654
1148.1600000000024,192
11845.339999999936,4693
9516.08000000006,3994
5508.4399999999905,544
3150.000000000006,499
12178.470000000001,1227
4842.009999999922,1277
5486.639999999989,2542
8460.339999999936,3317
26550.289999999568,4433
11536.39999999984,1651
1164.2400000000055,392
5051.079999999958,1463
6510.700000000041,2565
4737.619999999987,466
4675.5799999999845,666
1921.8800000000035,487
2024.960000000004,226
1286.0099999999984,486
5300.229999999952,1523
3839.94,1533
559.3599999999981,437
2797.860000000013,633
836.2400000000007,105
2180.7799999999993,291
4721.199999999992,2408
3717.43,1464
19650.59999999965,3285
7338.929999999999,669
12966.459999999795,1851
15570.039999999803,2166
3022.760000000018,965
4829.619999999967,913
4165.880000000016,2088
2502.9600000000105,819
12502.759999999733,4182
2139.62000000001,899
3046.659999999992,503
10495.220000000068,3163
2127.8500000000085,756
784.1299999999994,290
20252.279999999973,2339
10142.459999999954,5168
776.1000000000013,130
2160.510000000009,711
9718.00000000005,3792
3506.079999999984,1289
1510.8199999999938,937
3077.859999999989,631
1006.0300000000043,339
5357.440000000003,1938
2781.240000000024,1092
6622.130000000024,1469
4558.039999999977,632
12490.559999999961,14777
2270.5199999999945,238
1939.8500000000001,1243
38636.5799999998,6467
2546.360000000015,911
2974.830000000023,1079
6092.269999999928,2042
4457.720000000009,1822
1671.1099999999913,570
2671.95,1055
6589.100000000081,3460
12734.759999999827,4269
4754.019999999992,449
12362.669999999807,1768
5212.679999999967,1309
5874.109999999982,1458
5965.4400000000005,2376
2764.200000000016,1175
5938.060000000046,3025
1500.5999999999992,405
1831.0800000000063,644
10063.99999999987,1437
17096.079999999783,5825
2941.1000000000076,1415
9622.900000000136,4016
10669.11999999997,3653
6024.850000000005,466
900.3199999999999,360
4482.199999999949,2989
6790.279999999882,1798
478.7199999999989,374
976.6700000000035,246
1761.1200000000144,618
5017.999999999984,700
6253.110000000015,2131
2518.1400000000217,906
15100.49999999996,5010
1417.7300000000043,359
5172.839999999998,2397
2728.2399999999993,1077
1018.7200000000016,258
4363.179999999992,742
8552.649999999985,2794
4043.369999999952,1378
1591.5,639
14545.909999999869,1654
7479.3399999999965,2720
7003.559999999949,2881
5842.090000000007,2110
3910.4099999999694,1198
1510.0,604
2419.949999999998,486
2625.6000000000126,1086
24990.459999999995,12464
5086.020000000022,2543
28342.099999999773,3208
14458.180000000038,2895
1208.0,604
2806.3000000000025,523
1664.9200000000005,326
3341.830000000027,1199
6499.660000000001,2595
2953.650000000019,1069
2766.7800000000084,311
8091.37000000007,4192
2815.8000000000125,520
28965.739999999718,4161
1389.040000000002,438
4572.35999999993,1219
135361.02000000028,42031
11879.580000000005,1259
3190.060000000004,3121
1796.0000000000075,452
9908.550000000008,1835
2916.7800000000134,951
3415.7900000000036,1028
7407.540000000006,7289
2542.780000000013,891
6774.679999999961,630
4118.640000000008,552
6896.859999999948,985
567.150000000001,95
2441.739999999993,656
4199.910000000038,1840
20933.980000000025,4652
2523.4300000000053,645
1322.5,529
1101.1000000000004,579
7916.479999999875,1326
7173.779999999929,1802
4415.019999999967,1159
3596.020000000028,1298
5514.079999999989,2757
2540.3599999999997,2336
22893.719999999954,9068
2116.16,981
7456.949999999937,1294
5499.139999999999,2193
2002.5000000000023,262
2474.3700000000085,561
2373.4900000000034,490
2013.0000000000032,932
2122.479999999999,982
3221.959999999999,1270
6804.21,2775
23050.909999999458,5217
2798.1500000000133,1005
2812.900000000016,1021
2725.3200000000124,914
4598.290000000002,1836
1587.909999999993,980
2458.0200000000023,182
7681.7599999999875,3573
18712.09999999999,7894
5851.460000000001,2333
4595.779999999995,611
119313.61999999962,20541
5094.839999999953,1722
568.9800000000006,261
8169.170000000002,3702
908.9600000000011,152
1913.489999999993,585
10355.679999999975,944
7633.0699999999415,1009
760.9400000000006,195
4051.240000000011,521
1114.5600000000013,177
9813.080000000036,3671
1003.9400000000012,171
2783.0,2783
5268.510000000014,1751
963.0699999999975,263
2212.230000000014,800
4367.140000000001,437
3529.9000000000124,1764
6520.499999999975,1090
4481.439999999983,1187
2817.020000000016,779
16246.029999999975,1741
6734.760000000053,3475
2115.3200000000006,585
2454.090000000016,850
2581.430000000005,751
4269.800000000001,389
1781.4399999999953,868
2353.3900000000112,835
16894.789999999783,2396
3425.1800000000185,1402
86825.97999999986,27294
730.879999999997,571
1342.0,544
4508.940000000008,1787
2489.320000000004,635
3460.5400000000045,472
12914.939999999791,1855
10189.279999999984,6836
1521.5200000000102,616
8220.049999999894,2228
1142.650000000003,728
697.23,280
4020.4900000000343,1433
7004.459999999999,2791
1721.7599999999964,636
10962.07999999987,1564
831.2599999999998,272
35222.97999999992,8932
6126.929999999998,5291
13226.639999999881,1026
1670.7600000000077,540
5300.549999999951,1516
6775.859999999999,529
21109.840000000015,10503
2274.440000000002,381
2855.339999999993,923
8609.79999999993,806
2481.799999999993,1163
14067.809999999896,3528
6930.400000000021,801
6786.83999999998,1620
9566.529999999966,3795
5177.400000000001,1861
6920.599999999976,2639
1279.3300000000036,326
12664.629999999861,4334
2603.1000000000054,519
2655.4800000000146,291
4483.519999999983,914
15129.679999999997,6036
11985.039999999895,1122
7045.5499999999865,555
12131.709999999948,2434
3214.7200000000093,1166
1604.1599999999983,868
7304.519999999871,2449
4081.5199999999554,1396
2050.710000000007,546
1363.54,543
13019.280000000006,11104
6328.440000000005,6193
6839.440000000022,3442
1745.900000000002,395
5067.960000000036,1426
6085.779999999983,1513
3085.2600000000216,1076
7131.390000000049,1910
5731.560000000009,1792
8159.739999999949,761
4723.230000000036,1264
2241.360000000002,855
1209.1200000000008,192
2760.5999999999995,930
5355.559999999948,1521
4826.1799999999885,1616
1014.1800000000001,405
19840.379999999674,3311
2159.8700000000017,578
6186.750000000054,2217
2065.0300000000043,259
7196.760000000013,3047
52006.339999999975,25829
10517.73999999986,1758
34817.31999999977,5828
2824.0999999999995,565
4579.3499999999885,1533
17261.199999999903,1622
7272.400000000019,2482
915.2400000000022,183
1495.2499999999977,563
5639.8600000000015,2249
9900.459999999997,4956
2619.0299999999997,992
15153.939999999971,7500
20539.120000000043,25429
5665.49999999994,1494
714.6300000000007,97
1518.1399999999999,607
5759.219999999946,2161
3303.5999999999913,309
1839.5100000000082,677
7221.62,1464
16243.5400000001,2106
1344.1199999999967,276
5200.169999999984,1039
32689.07999999999,16308
3045.1400000000053,340
9187.849999999924,1604
12072.850000000006,6047
9442.079999999783,1896
9309.439999999999,4743
1397.739999999998,520
2329.43,666
593.3000000000004,85
20444.179999999953,4058
6480.619999999998,2548
7861.680000000031,2233
2993.0400000000145,1481
4262.440000000031,1883
4112.259999999997,1615
2267.4700000000107,803
5032.36,388
11519.38999999982,3866
8603.579999999984,676
547.9200000000006,79
5715.720000000001,2857
4616.459999999978,927
1467.680000000004,372
2991.6899999999832,1119
1302.7700000000034,330
10115.159999999818,3382
5071.420000000014,1663
3102.7999999999884,1292
5862.379999999996,2935
2200.2,888
5469.720000000003,2187
1455.6000000000051,370
5287.429999999976,1020
3049.2600000000502,1482
2631.920000000014,334
2204.350000000005,10992
1829.770000000004,2398
873.2399999999958,383
2638.7199999999934,944
6723.279999999928,3336
6912.139999999996,3130
5296.699999999966,2060
7919.9999999999,3940
7262.1399999999885,4208
2831.000000000012,950
620.260000000002,307
3539.5799999999936,785
4266.900000000026,2155
12494.059999999992,12208
9778.919999999829,4514
374.2200000000002,189
15579.059999999676,3962
3744.6800000000003,3749
5932.800000000085,2060
7712.099999999858,3895
3426.0000000000173,1480
12093.119999999975,3211
3273.4500000000203,2418
22892.419999999987,18170
8544.720000000045,1899
6716.919999999929,2254
862.5,345
6722.760000000006,2685
12216.379999999963,3191
2191.6800000000194,761
20407.359999999986,8149
1603.5600000000038,322
33080.27999999989,8226
3234.379999999996,1292
11431.27999999988,3836
8515.139999999985,5303
5917.680000000007,2364
2275.2000000000207,790
5142.159999999948,1292
4763.879999999989,2406
613.0,613
3324.88,2212
4324.319999999965,923
3310.019999999978,1659
3177.9000000000196,1605
13790.699999999839,3465
19486.800000000178,9912
2751.460000000011,837
2296.799999999993,1268
2236.340000000018,812
2863.080000000017,1446
4146.269999999999,1941
3677.3200000000184,1234
1737.4200000000071,584
5548.000000000052,1945
8247.439999999811,3298
30433.740000000027,27617
9758.259999999802,2582
13432.99999999997,4485
18413.859999999575,4682
3002.180000000009,1305
8859.54999999994,2980
1113.4000000000008,5486
5075.920000000003,3788
1312.0,526
7208.5599999999895,2456
6604.559999999961,1522
3006.7200000000357,1044
7851.859999999999,7432
13976.800000000007,5213
4419.579999999935,1591
44353.179999999986,7416
63961.03999999961,40318
5423.199999999989,1172
3674.860000000021,1817
47546.03000000015,2536
1733.8000000000118,880
1907.2000000000082,640
16025.620000000003,15307
14952.499999999995,5972
781.1799999999967,281
2491.0,2491
178245.3500000001,131144
12353.63999999978,2093
17428.53999999981,4765
3355.6900000000082,1578
4163.060000000017,1397
5812.019999999956,1135
10600.38000000003,2471
19430.95999999998,9565
12895.55999999998,3032
85560.46,34264
4071.5400000000154,1023
4084.0,4084
7699.039999999876,3848
7424.019999999998,2279
4254.260000000016,1412
3251.5200000000286,1129
4513.0,4513
19705.91999999979,7914
7164.0,7164
9537.0,9537
7096.860000000009,680
1259.9400000000028,253
8928.079999999924,2996
11333.840000000053,10198
2580.960000000002,999
15412.779999999944,3631
6936.059999999985,6159
5177.6799999999685,2393
3428.7399999999802,3043
2264.1199999999953,529
319183.1400000003,64093
11702.459999999883,3927
867.5,347
3383.8299999999876,1286
58962.679999999826,11106
5278.799999999993,1060
7124.659999999956,2027
28752.37999999983,8156
6138.379999999919,2038
3598.0800000000004,1416
3587.919999999999,1385
4825.0,4825
11166.100000000211,4211
10137.760000000004,12406
7772.179999999981,1116
5023.120000000017,3394
32358.96000000029,7542
1873.7799999999975,748
7506.179999999868,3791
31764.539999999808,6408
15160.959999999974,5074
3822.320000000048,1364
10134.739999999849,2513
1571.0399999999981,627
5288.039999999979,2771
2183.1599999999926,768
14756.779999999839,2786
3099.2200000000053,919
6051.509999999994,5958
1432.5,573
21147.33999999995,9843
16768.320000000087,6103
1826.020000000001,740
1584.120000000005,878
11845.499999999756,3975
5027.7199999999575,2524
43711.66000000011,11412
2030.7000000000064,656
3747.8999999999824,618
4243.5200000000095,1424
6193.63,2389
2154.940000000007,1063
5255.199999999946,2630
13573.439999999951,6687
1187.24,411
997.359999999999,268
511.0,511
3623.4000000000215,1830
4446.110000000026,1192
14172.779999999775,3561
1938.420000000011,979
577.8400000000013,233
2379.859999999992,1337
4392.06000000001,386
7684.520000000031,1256
17214.439999999668,2403
2164.1399999999994,1438
4930.600000000014,1760
4460.489999999954,2042
4784.759999999988,1112
1054.2600000000036,357
8200.959999999903,2752
5454.859999999933,2737
10001.579999999873,3350
16346.449999999872,5375
5467.309999999961,2333
4585.080000000012,2011
3842.84,1545
1805.7600000000107,912
3734.5599999999963,1492
1449.0,1449
2913.0,2913
10576.77999999992,1901
2865.0399999999972,1186
8629.879999999868,2926
8784.48000000003,3284
7770.639999999871,1739
3886.7400000000266,1963
3562.48000000002,626
4364.700000000008,1746
4272.6200000000035,2046
12493.780000000008,5002
139865.18000000002,32636
26839.319999999527,6011
2023.680000000009,816
2398.6200000000035,2168
4101.539999999983,1598
5243.419999999962,2609
16835.27999999991,3481
1990.0000000000066,500
1706.6600000000096,837
11511.239999999902,2593
9096.779999999833,3081
2709.2599999999998,1268
4867.77999999999,4735
3816.319999999954,3161
3452.6499999999955,1379
26981.739999999558,9113
1570.0,785
17543.81999999994,13472
393.50000000000034,125
4013.8800000000106,806
8981.360000000097,2127
2045.3400000000138,1033
21375.479999999734,5692
6805.259999999898,3437
22051.900000000067,13795
30385.86000000027,11728
28106.840000000047,17743
3058.260000000018,842
27867.119999999748,7864
45983.119999999915,8629
17100.97999999989,5653
22794.44000000001,9101
3602.1000000000026,17914
2055.360000000007,1144
8298.480000000005,3315
1984.0,1984
9729.520000000039,2708
4435.01999999999,2404
643.0,643
16758.39999999996,6106
15480.200000000003,1568
2083.6599999999876,1362
7351.640000000011,745
27062.23999999983,12363
5753.39999999993,2924
3698.680000000027,755
4753.979999999985,2401
8434.51999999996,3315
13556.119999999937,3469
3805.4600000000196,1277
117434.25999999979,77162
2421.5400000000154,1223
704.7000000000019,405
589.0400000000006,148
771.5000000000033,302
24075.899999999696,6352
13127.759999999975,7725
11316.119999999995,6660
738.7500000000024,375
5656.619999999958,1269
3543.3199999999874,541
37944.52000000003,13846
632.8200000000007,159
16896.6399999997,4303
3261.340000000022,861
7222.140000000032,3398
1533.2400000000016,703
9998.459999999794,3360
1683.7000000000064,565
14926.619999999772,3374
9563.199999999912,1005
14042.879999999961,6933
10312.53999999999,7629
1941.3999999999987,775
12645.739999999756,2858
6134.039999999973,3098
515.0,515
5785.940000000029,2063
6177.4000000000115,1432
26962.78999999998,23731
76944.42,30735
6804.460000000059,2432
407.8800000000002,206
11158.249999999962,9787
6571.359999999933,1657
7718.43999999991,1263
29404.5,19603
7143.900000000082,2550
4370.0,4370
10670.880000000072,3962
14238.099999999997,4061
2152.780000000009,1061
6212.009999999928,2506
23653.419999999944,29069
140.0,70
2934.720000000029,1019
26832.30999999967,1427
3342.0,2228
29143.39999999957,7315
5573.279999999928,2816
10406.32,6956
5197.11999999996,1744
23553.999999999418,5521
23036.44000000012,6903
4479.179999999973,2861
19932.739999999838,5013
13515.559999999827,2747
2653.2000000000194,1340
2887.0,2887
16514.63999999975,5598
3625.9200000000346,1259
23483.94999999986,12867
4200.0599999999795,1611
1476.0600000000045,841
4410.060000000011,1761
6370.019999999972,6173
42707.01999999991,33549
28792.62,28794
4027.0600000000213,1997
5040.7000000000035,3556
4407.1799999999985,1758
2517.2000000000126,1015
47672.64000000002,15166
5827.340000000007,2327
4867.589999999977,3753
27293.500000000084,8620
6772.60000000009,1808
63870.34000000006,21433
29264.739999999696,7343
5031.059999999928,3292
9824.759999999822,4962
2730.4200000000155,1379
11075.959999999945,4007
6652.719999999933,2994
7756.159999999983,2975
1213.9000000000033,305
618.2400000000001,168
6056.060000000006,7470
1810.7400000000036,592
3000.920000000011,754
11211.73,9676
2121.6999999999834,565
6840.319999999991,3331
3152.769999999993,1217
14632.19999999977,7390
2986.349999999998,1400
9492.240000000033,11680
22773.419999999947,14674
289.72,94
20835.85000000009,20117
9306.719999999887,2283
3026.260000000004,337
3713.0800000000163,1246
9617.25999999997,9290
12294.3999999998,4111
7768.4799999999295,1931
2070.720000000018,719
1326.8399999999936,478
1312.0000000000055,603
2548.260000000017,1287
55253.00000000001,22076
28503.329999999853,11651
833.999999999997,300
6323.399999999983,1475
986.5800000000028,567
7132.879999999985,2706
36519.399999999776,6105
16696.17999999967,4251
2533.740000000004,363
682.5,273
9266.000000000004,2825
2733.1799999999844,1501
4109.500000000012,1744
1786.020000000006,971
18568.0,18568
35030.880000000085,21891
18425.220000000318,3984
2088.1200000000076,981
1641.4200000000096,824
7577.99999999997,2550
2496.7800000000134,1261
9131.479999999967,7210
4055.9000000000206,1369
6791.419999999895,2279
7166.740000000008,2863
7198.5999999999785,2748
13717.15999999976,3367
33013.58000000002,20741
1237.6599999999914,697
6234.339999999992,2247
9746.779999999959,2511
21610.67999999999,6165
3865.540000000049,1373
4970.179999999965,1261
6645.240000000007,644
1826.080000000012,921
12608.039999999803,2146
20361.88000000001,5810
24397.979999999505,8251
3072.960000000023,1552
4304.800000000006,765
7656.0,5104
14777.92,14776
10684.379999999835,2802
16758.100000000006,20622
23828.419999999485,7962
4204.710000000013,1413
1142.5799999999947,411
12523.780000000119,4713
8117.519999999867,2724
1854.2500000000061,9206
8203.0,8203
4171.089999999988,818
4913.620000000012,1987
1756.0200000000007,660
2291.039999999996,508
16198.599999999738,4070
2417.560000000008,893
9353.439999999857,1103
1820.3200000000065,734
4078.1500000000037,1877
8725.439999999924,2928
12031.739999999976,3199
2192.320000000011,884
2900.2000000000135,976
1693.8400000000063,683
4407.520000000008,2184
8312.199999999926,1390
3958.7600000000093,662
2986.0,2986
9465.31999999987,2555
2639.0,2639
18545.819999999887,6574
6661.399999999957,5210
686.9,281
1023.0,1023
1725.0,1725
9518.979999999945,3196
2516.120000000004,529
50105.05999999995,7597
1716.1600000000074,692
517.5,207
72122.95999999998,10952
2480.0000000000114,1000
8102.379999999974,7231
2243.3399999999997,1261
12259.279999999942,3938
16633.97999999981,8401
10256.039999999952,3387
6252.559999999976,4287
4270.720000000001,856
2246.080000000021,801
1076.2000000000007,5373
38805.77999999995,17906
4971.419999999964,1254
1245.0,498
21009.460000000006,11005
11701.139999999894,6288
8607.059999999876,4347
3903.2000000000307,2687
13741.0,13741
14579.279999999857,2422
5252.159999999946,1577
3745.799999999966,2034
816.4799999999979,216
2302.540000000016,1172
8815.360000000019,7699
38079.219999999776,6191
3250.6799999999803,1798
562.5,225
311.2600000000002,158
66332.60000000017,17225
19317.919999999962,10344
2144.0,2144
70484.35999999994,11782
21668.700000000023,13540
2213.5200000000027,1220
1886.0,1886
7766.879999999991,2976
26945.97999999992,7140
3942.5400000000186,1323
4577.100000000002,1540
2279.7000000000144,1145
19028.359999999782,4961
3308.800000000033,1226
1663.1999999999982,990
6025.099999999953,1444
2813.580000000016,1421
7872.83999999988,2283
40395.150000000016,29744
6749.699999999903,2265
23355.499999999538,3250
9056.21999999982,3031
2205.419999999996,1008
9042.55999999988,2272
5555.92,2235
2242.20000000001,11135
46567.96,18604
265.0,106
23857.20000000001,29332
8516.320000000007,3403
14367.359999999866,5832
3597.1600000000262,2748
15978.279999999957,4593
3948.1600000000153,992
655.3800000000017,331
2536.0,2536
5668.7399999999525,2863
706.3199999999995,340
92774.62000000002,13894
403.9200000000004,204
16222.15999999971,3658
19018.619999999904,3819
7652.160000000069,2657
53326.59999999978,15205
857.64,297
2422.0800000000204,841
4919.0,4919
7806.799999999879,1945
2727.9599999999823,1074
2248.010000000001,856
5076.72,2564
12108.54,12105
3348.0,1674
20615.759999999747,10412
2490.000000000007,500
3808.360000000012,764
1886.520000000006,474
2813.999999999996,1675
2951.2000000000135,1190
5376.799999999978,1805
13752.319999999732,2756
51543.66000000004,10785
14478.819999999732,2359
5519.839999999874,2045
8576.899999999872,2155
3592.8800000000388,2506
2348.259999999994,877
13402.739999999989,4403
36812.479999999996,36800
6230.100000000008,2496
3563.4600000000273,944
1894.7800000000077,639
1125.0,1125
80003.01999999999,13374
2544.3000000000047,12669
1331.2999999999988,520
1411.7999999999984,552
2705.360000000012,910
13646.74000000015,2956
914.7600000000024,462
2797.319999999995,1116
2925.5600000000245,776
62292.21999999963,39079
2408.0599999999977,955
5335.040000000001,2129
2807.9000000000124,929
6912.2599999999065,2424
7704.0000000001,2675
13126.89999999989,4405
25451.959999999566,5117
1115.0999999999974,295
1705.0200000000057,941
5761.879999999974,2209
7110.0,7110
2145.8400000000042,1204
3936.0,3936
13033.399999999836,3207
17990.500000000036,10580
9704.319999999992,1182
31845.080000000093,11625
6209.0,6209
80352.36000000044,13432
1904.899999999999,290
965.0,386
16782.949999999877,5510
15318.939999999937,4959
2859.400000000017,1480
2326.6000000000067,11562
6306.879999999932,2086
3081.840000000023,1568
2050.5,1367
2997.0,2997
9727.119999999823,2444
143856.5599999997,90307
134938.27999999997,53256
7613.460000000003,1965
1379.6799999999998,1326
8635.739999999956,3295
7726.559999999982,2724
49838.339999999844,6933
7280.169999999949,1129
10360.6,10360
249.47999999999985,126
11241.15999999985,3936
1629.9399999999896,584
7215.759999999987,3782
2570.0400000000145,1298
2142.159999999998,856
350.46000000000004,177
1487.4799999999993,570
2404.0,2404
3151.7799999999943,1258
2433.259999999997,919
6189.120000000069,2149
61835.45999999993,27677
2586.959999999994,1460
6910.619999999963,2319
5304.419999999937,2679
6004.479999999888,2366
9090.64000000012,2182
1296.000000000004,450
6201.96,6201
21036.600000000202,4929
6799.439999999854,2303
10689.80000000005,4220
4105.5000000000155,1953
1356.0600000000063,482
7409.759999999938,1127
2011.5,1341
4028.5499999999515,1581
3972.2600000000184,1339
4466.480000000001,1801
9355.32000000002,3132
1982.0400000000066,498
3183.0600000000395,1117
20296.559999999627,5097
9621.53999999986,1883
2974.959999999988,1143
13478.220000000098,3626
15349.109999999715,3852
1342.0800000000036,466
22648.239999999656,5688
35103.08,35099
21730.28,6202
2720.300000000012,915
5368.5,3579
1506.7800000000075,761
2211.0,1474
3394.2399999999834,1634
2404.740000000011,763
3632.639999999972,2040
5581.239999999985,3318
5706.400000000011,2436
6502.959999999971,2467
880.9799999999981,750
1348.0,1348
3537.2000000000185,614
2851.8600000000138,957
8915.079999999994,2071
33384.23999999979,8388
11500.899999999901,2920
13751.28,8801
14673.019999999806,7319
7233.979999999929,2111
12832.749999999844,3978
2610.979999999996,934
12818.559999999798,4032
2665.4800000000137,1826
9777.680000000037,2981
990.0,397
2996.7599999999884,1658
6880.239999999981,3186
9035.359999999908,3032
6166.96999999999,2369
2606.060000000009,1292
32532.69999999984,20395
1210.7300000000002,1659
2139.540000000014,1073
5085.000000000027,2470
11362.159999999885,4700
8413.859999999933,1407
11848.479999999781,3976
7809.359999999904,3897
24605.29999999958,3435
4461.579999999998,1121
22514.859999999717,4572
9469.779999999979,2474
5269.620000000008,2106
35789.42000000001,33882
27213.619999999995,7765
9376.419999999998,3742
3205.660000000033,1702
5764.0599999999995,2324
8550.36000000005,2302
6318.179999999918,2218
19266.59999999994,10310
5758.140000000036,2023
2604.780000000004,261
3208.9200000000064,429
6183.660000000024,7590
1068.3600000000022,307
47551.74000000022,29863
