state_id,store_id,event,revenue,sale_quantity
TX,TX_3,ValentinesDay,56899.89000000061,18626.0
WI,WI_1,Cinco De Mayo,46833.3000000006,16407.0
WI,WI_1,Easter,39800.12000000003,14066.0
WI,WI_1,Father's day,37987.50000000006,13884.0
WI,WI_1,Halloween,39189.9599999999,13163.0
WI,WI_1,Mother's day,47003.050000000236,16021.0
WI,WI_1,StPatricksDay,43613.90000000031,15511.0
WI,WI_1,ValentinesDay,52305.94000000059,17762.0
WI,WI_2,Cinco De Mayo,65002.720000000765,23483.0
WI,WI_2,Easter,41505.280000000144,15674.0
WI,WI_2,Father's day,41283.48000000026,15499.0
WI,WI_2,Halloween,44555.950000000346,16022.0
WI,WI_2,Mother's day,53325.840000000455,19145.0
WI,WI_2,StPatricksDay,50849.32000000056,18103.0
WI,WI_2,ValentinesDay,64465.330000000715,23404.0
WI,WI_3,Cinco De Mayo,58724.33000000114,21728.0
WI,WI_3,Easter,55045.52000000085,20733.0
WI,WI_3,Father's day,44431.61000000047,17677.0
WI,WI_3,Halloween,37861.81,13962.0
WI,WI_3,Mother's day,55846.28000000088,20634.0
WI,WI_3,StPatricksDay,54326.37000000098,20423.0
WI,WI_3,ValentinesDay,60187.11000000089,22323.0
CA,CA_1,Christmas,0.0,0.0
CA,CA_1,ColumbusDay,62982.1300000011,20999.0
CA,CA_1,IndependenceDay,55086.93000000074,19665.0
CA,CA_1,LaborDay,74867.12000000116,25460.0
CA,CA_1,MartinLutherKingDay,59411.17000000091,20195.0
CA,CA_1,MemorialDay,62696.91000000109,20608.0
CA,CA_1,NewYear,87535.48000000158,29362.0
CA,CA_1,PresidentsDay,71404.68000000127,23744.0
CA,CA_1,Thanksgiving,29496.76999999979,11003.0
CA,CA_1,VeteransDay,61006.740000001206,20595.0
CA,CA_2,Christmas,31.019999999999996,19.0
CA,CA_2,ColumbusDay,42954.53000000007,13669.0
CA,CA_2,IndependenceDay,43750.66000000038,14790.0
CA,CA_2,LaborDay,56932.010000000875,18907.0
CA,CA_2,MartinLutherKingDay,48981.26000000051,15303.0
CA,CA_2,MemorialDay,47760.65000000052,15271.0
CA,CA_2,NewYear,75399.88000000207,24284.0
CA,CA_2,PresidentsDay,59450.27000000105,18512.0
CA,CA_2,Thanksgiving,21450.109999999728,7079.0
CA,CA_2,VeteransDay,45415.850000000515,14774.0
CA,CA_3,Christmas,26.59,12.0
CA,CA_3,ColumbusDay,92575.61000000127,31856.0
CA,CA_3,IndependenceDay,82970.70000000093,30728.0
CA,CA_3,LaborDay,105784.1500000012,37635.0
CA,CA_3,MartinLutherKingDay,87757.3100000009,29950.0
CA,CA_3,MemorialDay,89790.28000000132,29932.0
CA,CA_3,NewYear,124827.3200000023,41690.0
CA,CA_3,PresidentsDay,112095.78000000182,38269.0
CA,CA_3,Thanksgiving,48700.83000000037,17414.0
CA,CA_3,VeteransDay,87740.67000000151,30223.0
CA,CA_4,Christmas,0.0,0.0
CA,CA_4,ColumbusDay,34833.93999999982,11503.0
CA,CA_4,IndependenceDay,28271.46999999965,10163.0
CA,CA_4,LaborDay,37602.84999999999,12633.0
CA,CA_4,MartinLutherKingDay,34594.25999999973,11405.0
CA,CA_4,MemorialDay,33394.47999999967,10920.0
CA,CA_4,NewYear,44928.740000000245,15214.0
CA,CA_4,PresidentsDay,39005.22999999997,12816.0
CA,CA_4,Thanksgiving,18961.969999999703,6664.0
CA,CA_4,VeteransDay,31287.499999999654,10501.0
TX,TX_1,Christmas,3.16,2.0
TX,TX_1,ColumbusDay,42784.810000000114,15081.0
TX,TX_1,IndependenceDay,41617.730000000156,15189.0
TX,TX_1,LaborDay,48344.380000000434,18107.0
TX,TX_1,MartinLutherKingDay,41831.48000000026,14667.0
TX,TX_1,MemorialDay,40929.05000000015,14394.0
TX,TX_1,NewYear,69902.66000000118,24212.0
TX,TX_1,PresidentsDay,49740.01000000061,17633.0
TX,TX_1,Thanksgiving,34692.249999999774,12602.0
TX,TX_1,VeteransDay,39999.78000000028,14521.0
TX,TX_2,Christmas,29.179999999999996,18.0
TX,TX_2,ColumbusDay,54459.460000000734,18860.0
TX,TX_2,IndependenceDay,55314.390000000814,20357.0
TX,TX_2,LaborDay,66575.65000000114,24036.0
TX,TX_2,MartinLutherKingDay,53681.39000000078,18087.0
TX,TX_2,MemorialDay,56146.09000000083,19640.0
TX,TX_2,NewYear,87543.30000000157,31060.0
TX,TX_2,PresidentsDay,66272.54000000129,23156.0
TX,TX_2,Thanksgiving,40442.70000000027,14605.0
TX,TX_2,VeteransDay,52515.82000000083,18635.0
TX,TX_3,Christmas,34.28,14.0
TX,TX_3,ColumbusDay,51586.97000000036,17443.0
TX,TX_3,IndependenceDay,45206.81000000035,16611.0
TX,TX_3,LaborDay,53936.42000000069,19324.0
TX,TX_3,MartinLutherKingDay,47415.25000000014,15474.0
TX,TX_3,MemorialDay,44850.29000000012,15230.0
TX,TX_3,NewYear,72766.26000000106,24594.0
TX,TX_3,PresidentsDay,60801.7200000007,19742.0
TX,TX_3,Thanksgiving,29996.96999999979,10429.0
TX,TX_3,VeteransDay,47315.810000000565,16047.0
WI,WI_1,Christmas,5.2299999999999995,3.0
WI,WI_1,ColumbusDay,32205.709999999577,11056.0
WI,WI_1,IndependenceDay,31649.359999999644,11553.0
WI,WI_1,LaborDay,42004.81000000015,14973.0
WI,WI_1,MartinLutherKingDay,36012.15999999987,12207.0
WI,WI_1,MemorialDay,34753.10999999962,12107.0
WI,WI_1,NewYear,62859.400000001115,21708.0
WI,WI_1,PresidentsDay,37924.019999999786,13171.0
WI,WI_1,Thanksgiving,17430.229999999756,6450.0
WI,WI_1,VeteransDay,38972.74000000003,13669.0
WI,WI_2,Christmas,16.66,7.0
WI,WI_2,ColumbusDay,51661.67000000039,18853.0
WI,WI_2,IndependenceDay,36396.81999999983,14019.0
WI,WI_2,LaborDay,52420.93000000079,19374.0
WI,WI_2,MartinLutherKingDay,41669.32000000001,14652.0
WI,WI_2,MemorialDay,31753.02999999968,11749.0
WI,WI_2,NewYear,65331.16000000118,24314.0
WI,WI_2,PresidentsDay,57871.86000000048,20738.0
WI,WI_2,Thanksgiving,19308.97999999972,7343.0
WI,WI_2,VeteransDay,49350.36000000049,18542.0
WI,WI_3,Christmas,5.26,3.0
WI,WI_3,ColumbusDay,43983.510000000344,16504.0
WI,WI_3,IndependenceDay,38195.29000000001,15479.0
WI,WI_3,LaborDay,50617.24000000067,20324.0
WI,WI_3,MartinLutherKingDay,40799.720000000125,14953.0
WI,WI_3,MemorialDay,36194.079999999965,13647.0
WI,WI_3,NewYear,58470.360000001274,21246.0
WI,WI_3,PresidentsDay,51302.23000000059,18897.0
WI,WI_3,Thanksgiving,31179.5599999997,12061.0
WI,WI_3,VeteransDay,47153.360000000466,18087.0
CA,CA_1,Chanukah End,56395.68000000102,18946.0
CA,CA_1,Eid al-Fitr,61555.55000000113,21417.0
CA,CA_1,EidAlAdha,56867.1800000004,19528.0
CA,CA_1,LentStart,56213.930000001,19042.0
CA,CA_1,LentWeek2,55270.80000000095,18908.0
CA,CA_1,OrthodoxChristmas,57639.610000000925,19712.0
CA,CA_1,OrthodoxEaster,92851.9100000016,30704.0
CA,CA_1,Pesach End,76540.15000000104,26052.0
CA,CA_1,Purim End,74972.17000000147,24987.0
CA,CA_1,Ramadan starts,60295.59000000103,20793.0
CA,CA_2,Chanukah End,44249.61000000037,14226.0
CA,CA_2,Eid al-Fitr,49894.72000000052,16602.0
CA,CA_2,EidAlAdha,43616.88000000036,14609.0
CA,CA_2,LentStart,44264.470000000336,14654.0
CA,CA_2,LentWeek2,44211.33000000033,14731.0
CA,CA_2,OrthodoxChristmas,41595.540000000285,13634.0
CA,CA_2,OrthodoxEaster,73131.24000000123,22925.0
CA,CA_2,Pesach End,62420.5800000011,20334.0
CA,CA_2,Purim End,59306.040000001194,19239.0
CA,CA_2,Ramadan starts,43681.84000000038,14886.0
CA,CA_3,Chanukah End,77089.01000000104,26059.0
CA,CA_3,Eid al-Fitr,87797.04000000158,31136.0
CA,CA_3,EidAlAdha,85436.44000000057,29584.0
CA,CA_3,LentStart,89249.78000000106,30675.0
CA,CA_3,LentWeek2,86298.31000000157,29540.0
CA,CA_3,OrthodoxChristmas,81618.53000000092,28458.0
CA,CA_3,OrthodoxEaster,123110.0700000018,40751.0
CA,CA_3,Pesach End,105708.3700000017,35145.0
CA,CA_3,Purim End,109273.76000000144,37354.0
CA,CA_3,Ramadan starts,84344.65000000129,30465.0
CA,CA_4,Chanukah End,32091.499999999556,10576.0
CA,CA_4,Eid al-Fitr,31423.129999999695,10689.0
CA,CA_4,EidAlAdha,33131.32999999958,10960.0
CA,CA_4,LentStart,33971.8699999996,11299.0
CA,CA_4,LentWeek2,32975.75999999956,10937.0
CA,CA_4,OrthodoxChristmas,31946.489999999532,10553.0
CA,CA_4,OrthodoxEaster,44810.1000000004,14607.0
CA,CA_4,Pesach End,39341.70000000009,13104.0
CA,CA_4,Purim End,39564.070000000116,13452.0
CA,CA_4,Ramadan starts,32887.9899999996,11341.0
TX,TX_1,Chanukah End,41687.600000000224,14532.0
TX,TX_1,Eid al-Fitr,42133.56000000023,15171.0
TX,TX_1,EidAlAdha,39751.73000000017,14042.0
TX,TX_1,LentStart,45960.23000000054,16074.0
TX,TX_1,LentWeek2,43354.98000000048,15317.0
TX,TX_1,OrthodoxChristmas,41333.48000000008,14830.0
TX,TX_1,OrthodoxEaster,68170.26000000088,23171.0
TX,TX_1,Pesach End,53218.200000000485,18684.0
TX,TX_1,Purim End,53551.900000000904,18412.0
TX,TX_1,Ramadan starts,40284.96000000017,14590.0
TX,TX_2,Chanukah End,54432.320000000786,19153.0
TX,TX_2,Eid al-Fitr,55505.30000000079,19806.0
TX,TX_2,EidAlAdha,52355.24000000065,18668.0
TX,TX_2,LentStart,60989.62000000106,21268.0
TX,TX_2,LentWeek2,56138.640000000916,19562.0
TX,TX_2,OrthodoxChristmas,55046.230000000745,19595.0
TX,TX_2,OrthodoxEaster,83349.31000000155,28097.0
TX,TX_2,Pesach End,68772.68000000088,23198.0
TX,TX_2,Purim End,69103.17000000118,23965.0
TX,TX_2,Ramadan starts,53996.71000000092,19500.0
TX,TX_3,Chanukah End,44844.78000000034,14949.0
TX,TX_3,Eid al-Fitr,45937.91000000032,16270.0
TX,TX_3,EidAlAdha,47304.000000000444,16218.0
TX,TX_3,LentStart,50947.100000000566,17225.0
TX,TX_3,LentWeek2,51497.75000000067,17311.0
TX,TX_3,OrthodoxChristmas,48675.610000000335,16619.0
TX,TX_3,OrthodoxEaster,70039.0900000008,22808.0
TX,TX_3,Pesach End,58304.24000000085,19183.0
TX,TX_3,Purim End,60445.76000000122,20171.0
TX,TX_3,Ramadan starts,46313.67000000068,16523.0
WI,WI_1,Chanukah End,42582.17000000003,14527.0
WI,WI_1,Eid al-Fitr,37278.99999999995,13215.0
WI,WI_1,EidAlAdha,44097.44000000026,15200.0
WI,WI_1,LentStart,39689.780000000035,13728.0
WI,WI_1,LentWeek2,40846.06000000007,14233.0
WI,WI_1,OrthodoxChristmas,34809.29999999974,11872.0
WI,WI_1,OrthodoxEaster,54258.28000000068,18505.0
WI,WI_1,Pesach End,52562.790000000605,18210.0
WI,WI_1,Purim End,48277.11000000069,16425.0
WI,WI_1,Ramadan starts,37471.139999999934,13446.0
WI,WI_2,Chanukah End,47353.23000000018,17852.0
WI,WI_2,Eid al-Fitr,43096.630000000136,16614.0
WI,WI_2,EidAlAdha,47944.65000000043,17659.0
WI,WI_2,LentStart,58391.87000000059,21164.0
WI,WI_2,LentWeek2,54570.04000000072,20255.0
WI,WI_2,OrthodoxChristmas,41655.880000000034,15728.0
WI,WI_2,OrthodoxEaster,57730.390000000465,20614.0
WI,WI_2,Pesach End,57939.7500000008,20949.0
WI,WI_2,Purim End,54726.19000000084,19771.0
WI,WI_2,Ramadan starts,42890.970000000205,16466.0
WI,WI_3,Chanukah End,44511.38000000025,16314.0
WI,WI_3,Eid al-Fitr,39593.30000000007,15418.0
WI,WI_3,EidAlAdha,42545.21000000026,16052.0
WI,WI_3,LentStart,51169.05000000094,19233.0
WI,WI_3,LentWeek2,46965.36000000047,17688.0
WI,WI_3,OrthodoxChristmas,40673.740000000114,15720.0
WI,WI_3,OrthodoxEaster,62593.430000001164,22892.0
WI,WI_3,Pesach End,60315.260000001166,22821.0
WI,WI_3,Purim End,57728.83000000099,21966.0
WI,WI_3,Ramadan starts,40573.450000000215,15888.0
